0,6137.724017,6142.844017,6765.762124,6770.882124,0
1,6132.604017,6137.724017,6765.762124,6770.882124,0
2,6127.484017,6132.604017,6765.762124,6770.882124,0
3,6122.364017,6127.484017,6765.762124,6770.882124,0
4,6117.244017,6122.364017,6765.762124,6770.882124,0
5,6112.124017,6117.244017,6765.762124,6770.882124,0
6,6107.004017,6112.124017,6765.762124,6770.882124,0
7,6101.884017,6107.004017,6765.762124,6770.882124,0
8,6096.764017,6101.884017,6765.762124,6770.882124,0
9,6091.644017,6096.764017,6765.762124,6770.882124,0
10,6086.524017,6091.644017,6765.762124,6770.882124,0
11,6081.404017,6086.524017,6765.762124,6770.882124,0
12,6076.284017,6081.404017,6765.762124,6770.882124,0
13,6071.164017,6076.284017,6765.762124,6770.882124,0
14,6066.044017,6071.164017,6765.762124,6770.882124,0
15,6060.924017,6066.044017,6765.762124,6770.882124,0
16,6055.804017,6060.924017,6765.762124,6770.882124,0
17,6050.684017,6055.804017,6765.762124,6770.882124,0
18,6045.564017,6050.684017,6765.762124,6770.882124,0
19,6040.444017,6045.564017,6765.762124,6770.882124,0
20,6040.444017,6045.564017,6770.882124,6776.002124,0
21,6045.564017,6050.684017,6770.882124,6776.002124,0
22,6050.684017,6055.804017,6770.882124,6776.002124,0
23,6055.804017,6060.924017,6770.882124,6776.002124,0
24,6060.924017,6066.044017,6770.882124,6776.002124,0
25,6066.044017,6071.164017,6770.882124,6776.002124,0
26,6071.164017,6076.284017,6770.882124,6776.002124,0
27,6076.284017,6081.404017,6770.882124,6776.002124,0
28,6081.404017,6086.524017,6770.882124,6776.002124,0
29,6086.524017,6091.644017,6770.882124,6776.002124,0
30,6091.644017,6096.764017,6770.882124,6776.002124,0
31,6096.764017,6101.884017,6770.882124,6776.002124,0
32,6101.884017,6107.004017,6770.882124,6776.002124,0
33,6107.004017,6112.124017,6770.882124,6776.002124,0
34,6112.124017,6117.244017,6770.882124,6776.002124,0
35,6117.244017,6122.364017,6770.882124,6776.002124,0
36,6122.364017,6127.484017,6770.882124,6776.002124,0
37,6127.484017,6132.604017,6770.882124,6776.002124,0
38,6132.604017,6137.724017,6770.882124,6776.002124,0
39,6137.724017,6142.844017,6770.882124,6776.002124,0
40,6137.724017,6142.844017,6776.002124,6781.122124,0
41,6132.604017,6137.724017,6776.002124,6781.122124,0
42,6127.484017,6132.604017,6776.002124,6781.122124,0
43,6122.364017,6127.484017,6776.002124,6781.122124,0
44,6117.244017,6122.364017,6776.002124,6781.122124,0
45,6112.124017,6117.244017,6776.002124,6781.122124,0
46,6107.004017,6112.124017,6776.002124,6781.122124,0
47,6101.884017,6107.004017,6776.002124,6781.122124,0
48,6096.764017,6101.884017,6776.002124,6781.122124,0
49,6091.644017,6096.764017,6776.002124,6781.122124,0
50,6086.524017,6091.644017,6776.002124,6781.122124,0
51,6081.404017,6086.524017,6776.002124,6781.122124,0
52,6076.284017,6081.404017,6776.002124,6781.122124,0
53,6071.164017,6076.284017,6776.002124,6781.122124,0
54,6066.044017,6071.164017,6776.002124,6781.122124,0
55,6060.924017,6066.044017,6776.002124,6781.122124,0
56,6055.804017,6060.924017,6776.002124,6781.122124,0
57,6050.684017,6055.804017,6776.002124,6781.122124,0
58,6045.564017,6050.684017,6776.002124,6781.122124,0
59,6040.444017,6045.564017,6776.002124,6781.122124,0
60,6040.444017,6045.564017,6781.122124,6786.242124,0
61,6045.564017,6050.684017,6781.122124,6786.242124,0
62,6050.684017,6055.804017,6781.122124,6786.242124,0
63,6055.804017,6060.924017,6781.122124,6786.242124,0
